"Age";"Genre";"Taille en cm";"Année d'étude";"Filière";"Pays de naissance";"Année d'obtention du baccalauréat ou équivalent";"Enseignements de spécialité en terminale (si bac à spécialités)";"Filière de votre bac si pas de spécialité";"Votre licence est...";"Temps de travail personnel (scolaire) la semaine dernière en heure";"Moyen de transport principal pour venir à la faculté au quotidien";"Temps de trajets en minutes pour venir à la faculté au quotidien";"Fumez-vous du tabac ?";"Rythme de consommation d'alcool";"Nombre de soirées par semaine en moyenne";"Vos phobies";"Plateforme d'accès aux jeux vidéos";"Système d'exploitation de votre téléphone";"Temps de possession votre téléphone actuel en année";"Système d'exploitation de votre ordinateur";"Temps de possession votre ordinateur actuel en année";"Support principal pour la prise de note en cours";"Matériels possédés";"Réseau social le plus utilisé";"Temps passé par jour sur les réseaux sociaux en heure";"Temps passé par jour sur votre téléphone en heure";"Principales sources d'information";"Quelle est la plus large chaîne de montagne du monde ?";"Quel est le nom de la femme noire qui a refusé de céder sa place à un homme blanc dans un bus en 1955 aux États-Unis ?";"Au cours de quel siècle, Cléopâtre, a-t-elle régné ?";"Quel naturaliste a révolutionné la biologie avec son ouvrage “L'Origine des espèces” paru en 1859 ?";"À quel mot correspond la définition suivante : répartition dans le temps d’une charge financière correspondant au remplacement d’un bien, machine, appareil, etc. ?";"Qui est Niki de Saint Phalle ?";"Combien de temps dure la rotation complète de la Lune autour de la Terre ?";"En quelle année est définitivement proclamée l’abolition de l’esclavage en France ?";"Qui a inventé l'expression ""la main invisible"" ?";"Quel écrivain et philosophe français a raconté l’histoire de Candide ?";"Avez-bien joué le jeu et répondu sans consulté de source d'information ?";"Nombre de réponses juste estimées";"spe_maths";"spe_SES";"spe_HGP";"spe_HLP";"spe_NSI";"spe_PC";"spe_autre";"spe_bacsansspe";"phobie_chien";"phobie_araignees";"phobie_foule";"phobie_veillir";"phobie_noir";"phobie_sang";"phobie_claustro";"phobie_sociale";"phobie_germe";"phobie_hauteur";"phobie_nombre";"jv_PC";"jv_playstation";"jv_xbox";"jv_nintendo";"jv_teltab";"jv_autre";"jv_nejouepas";"materiel_tel";"materiel_tablette";"materiel_ordinateur";"materiel_montreconnectee";"materiel_aucun";"infosource_journalpapier";"infosource_journal_inline";"infosource_autre_ecritinline";"infosource_télévision";"infosource_radio";"infosource_video";"infosource_RS";"infosource_autre";"Q1_montagne";"Q2_bus";"Q3_cleopatre";"Q4_origineespeces";"Q5_finance";"Q6_Niki";"Q7_lune";"Q8_esclavage";"Q9_main";"Q10_candide";"nb_bonnes_reponses";"surestimation"
18;"Féminin";160.5;"L1";"Gestion";"France";2023;"Sciences économiques et sociales   Histoire-géographie, géopolitique et sciences politiques";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";4;"en transport en commun (bus, tram, train)";20;"Oui, régulièrement";"Environ une fois par semaine";1;"Je n'ai peur de rien de cela.";"Je ne joue pas aux jeux vidéos.";"iOs";7;"MacOS";3;"ordinateur";"téléphone   ordinateur";"Snapchat";3;4;"journal en ligne   télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Jean-Baptiste de Lamarck";"réévaluation d'actif";"une autrice";"28 jours";1755;"Paul Anthony Samuelson";"Diderot";"oui";3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;3;0
18;"Masculin";185;"L1";"Économie";"France";2023;"Mathématiques   Physique-chimie";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";5;"en voiture seul";15;"Non et je n'ai jamais vraiment fumé";"Plusieurs fois par semaine";2;"Je n'ai peur de rien de cela.";"PC   Xbox   téléphone/tablette";"iOs";1.75;"Windows";0.1;"ordinateur";"téléphone   ordinateur";"Instagram";3;6;"journal en ligne   télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une couturière";"28 jours";1848;"Adam Smith";"Rousseau";"oui";6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;1;1;0;1;1;1;0;7;-1
18;"Féminin";169;"L1";"Économie";"France";2023;"Physique-chimie   Autre(s) spécialité(s)";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";20;"en transport en commun (bus, tram, train)";15;"Oui occasionnellement";"Moins d'une fois par semaine";1;"Peur des araignées";"téléphone/tablette";"Android";2;"Windows";1;"ordinateur";"téléphone   ordinateur";"Instagram";2;3;"réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"plue-value";"une autrice";"28 jours";1848;"Karl Marx";"Voltaire";"oui";6;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;1;1;0;1;6;0
31;"Masculin";175;"L1";"Économie";"France";2009;NA;"S";"... votre choix après une réorientation.";3;"en transport en commun (bus, tram, train)";15;"Oui occasionnellement";"Moins d'une fois par semaine";1;"Peur de la foule";"Playstation   Nintendo";"iOs";5.5;"MacOS";0.5;"papier";"téléphone   ordinateur";"Instagram";0.5;2.5;"journal papier   journal en ligne   radio";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"21 jours";1848;"Adam Smith";"Voltaire";"oui";6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;1;1;1;1;1;1;0;1;1;1;9;-3
18;"Masculin";177;"L1";"Économie";"France";2023;"Sciences économiques et sociales   Histoire-géographie, géopolitique et sciences politiques";"Bac à spécialités";"... votre choix après une réorientation.";4;"en transport en commun (bus, tram, train)";180;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";1;"Claustrophobie";"PC   téléphone/tablette";"Android";1;"Windows";1;"ordinateur";"téléphone   ordinateur";"Instagram";1;4;"journal en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"21 jours";1802;"Adam Smith";"Voltaire";"oui";8;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;1;1;1;0;0;1;1;7;1
18;"Masculin";185;"L1";"Économie";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";30;"en transport en commun (bus, tram, train)";20;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Je n'ai peur de rien de cela.";"Playstation   Je ne joue pas aux jeux vidéos.";"iOs";1.5;"Windows";0;"papier";"téléphone   ordinateur";"Snapchat";1.5;2;"journal en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Mae Jemison";"1er siècle avant JC";"Henry David Thoreau";"plue-value";"une peintre";"7 jours";1848;"Adam Smith";"Diderot";"oui";3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;1;0;1;1;0;5;-2
20;"Masculin";190;"L1";"Économie";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";0;"en trottinette";5;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";0;"Peur des araignées   Acrophobie, peur de la hauteur";"PC   Playstation   Xbox   Nintendo   téléphone/tablette";"Autre ou sans téléphone";2;"Windows";0.5;"tablette";"téléphone   tablette   ordinateur   montre connectée";"Instagram";2;8;"journal papier   journal en ligne   autre sources écrite en ligne   vidéo sur internet (youtube, twitch, etc.)";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";8;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;1;1;0;1;1;0;0;1;1;1;1;0;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;10;-2
18;"Masculin";175;"L1";"Gestion";"France";2023;"Mathématiques   Physique-chimie";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";0;"en transport en commun (bus, tram, train)";15;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";1;"Claustrophobie";"Playstation   téléphone/tablette";"iOs";1;"MacOS";0.2;"ordinateur";"téléphone   tablette   ordinateur";"Instagram";2;5;"autre sources écrite en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"28 jours";1802;"Adam Smith";"Voltaire";"presque...";8;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;1;0;1;1;8;0
19;"Masculin";177;"L1";"Économie";"France";2022;"Mathématiques   Physique-chimie";"Bac à spécialités";"... votre choix après une réorientation.";10;"en voiture à plusieurs";25;"Oui, régulièrement";"Environ une fois par semaine";1;"Je n'ai peur de rien de cela.";"Playstation   téléphone/tablette";"iOs";0.5;"Windows";1.5;"ordinateur";"téléphone   ordinateur";"Snapchat";3;4;"autre sources écrite en ligne   télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"7 jours";1903;"Karl Marx";"Voltaire";"oui";7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;1;5;2
18;"Masculin";183;"L1";"Économie";"France";2023;"Sciences économiques et sociales   Histoire-géographie, géopolitique et sciences politiques";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";3;"autre";20;"Non et je n'ai jamais vraiment fumé";"Environ une fois par semaine";1;"Je n'ai peur de rien de cela.";"Playstation";"Android";5;"Windows";1.5;"ordinateur";"téléphone   tablette   ordinateur";"Instagram";1;3;"journal en ligne   autre sources écrite en ligne   télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"John Maynard Keynes";"Rousseau";"oui";7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0;8;-1
18;"Féminin";165;"L1";"Économie";"France";2023;NA;"STMG";"... votre premier choix d'orientation post-bac.";60;"en transport en commun (bus, tram, train)";30;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur des araignées";"téléphone/tablette   Je ne joue pas aux jeux vidéos.";"iOs";3;"MacOS";3;"ordinateur";"téléphone   ordinateur";"Snapchat";3;5;"télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"3e siècle avant JC";"Henry David Thoreau";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Diderot";"oui";6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;1;1;1;1;0;7;-1
18;"Féminin";173;"L1";"Gestion";"France";2023;"Sciences économiques et sociales   Histoire-géographie, géopolitique et sciences politiques";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";3;"en transport en commun (bus, tram, train)";15;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";0;"Peur des chiens   Peur des araignées   Claustrophobie";"Nintendo   téléphone/tablette";"iOs";2;"MacOS";5;"ordinateur";"téléphone   tablette   ordinateur";"Instagram";3;6.5;"télévision   réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"amortissement";"une actrice";"7 jours";1848;"Adam Smith";"Voltaire";"oui";4;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;0;1;1;1;7;-3
17;"Masculin";183;"L1";"Économie";"France";2023;"Mathématiques   Physique-chimie";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";10;"en transport en commun (bus, tram, train)";15;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";1;"Peur de vieillir";"Playstation   téléphone/tablette";"iOs";3;"Windows";1.5;"ordinateur";"téléphone   ordinateur";"Snapchat";4;6;"télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"7 jours";1848;"Paul Anthony Samuelson";"Voltaire";"oui";7;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;0;1;0;1;7;0
18;"Masculin";110;"L1";"Économie";"Congo";2022;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";2;"en transport en commun (bus, tram, train)";10;"Non et je n'ai jamais vraiment fumé";"Plusieurs fois par semaine";2;"Claustrophobie";"PC   Playstation";"Android";8;"Windows";4;"papier";"téléphone   tablette   ordinateur";"Instagram";1;5;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Karl Marx";"Rousseau";"oui";2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;0;0;7;-5
17;"Féminin";172;"L1";"Économie";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";6;"à pied";3;"Oui occasionnellement";"Plusieurs fois par semaine";3;"Peur de la foule";"téléphone/tablette";"Android";2;"Windows";3;"papier";"téléphone   tablette   ordinateur";"Instagram";1;2;"journal en ligne   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"réévaluation d'actif";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";9;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;1;1;1;1;0;1;1;1;1;1;9;0
18;"Féminin";168;"L1";"Économie";"France";2023;"Autre(s) spécialité(s)";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";7;"en transport en commun (bus, tram, train)";60;"Oui occasionnellement";"Moins d'une fois par mois";1;"Peur de la foule   Peur du noir";"Je ne joue pas aux jeux vidéos.";"Android";2;"Windows";2;"papier";"téléphone   ordinateur";"Instagram";2;3;"télévision   radio";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une actrice";"28 jours";1848;"Adam Smith";"Voltaire";"oui";4;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;9;-5
17;"Féminin";164;"L1";"Économie";"France";2023;"Mathématiques   Physique-chimie";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";5;"en transport en commun (bus, tram, train)";60;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur de la foule";"Nintendo   téléphone/tablette";"Android";2;"Windows";0.1;"tablette";"téléphone   tablette   ordinateur   montre connectée";"Instagram";2;3;"journal en ligne   télévision   vidéo sur internet (youtube, twitch, etc.)";"l'Himalaya";"Oprah Winfrey";"3e siècle avant JC";"Charles Darwin";"amortissement";"une couturière";"21 jours";1848;"Adam Smith";"Voltaire";"oui";7;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;1;1;0;0;1;1;1;6;1
18;"Masculin";176;"L1";"Gestion";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";2;"en voiture seul";30;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";1;"Acrophobie, peur de la hauteur";"Playstation   téléphone/tablette";"iOs";7;"MacOS";3;"ordinateur";"téléphone   ordinateur";"TikTok";1.5;4;"télévision   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une actrice";"28 jours";1848;"Adam Smith";"Diderot";"oui";5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;1;1;1;0;7;-2
18;"Féminin";167;"L1";"Économie";"France";2023;"Mathématiques   Histoire-géographie, géopolitique et sciences politiques";"Bac à spécialités";"... votre choix après une réorientation.";5;"en transport en commun (bus, tram, train)";20;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";0;"Peur des araignées   Claustrophobie   Phobie sociale";"Je ne joue pas aux jeux vidéos.";"iOs";1;"MacOS";1;"tablette";"téléphone   tablette   ordinateur";"Instagram";2;4;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";5;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;1;1;9;-4
21;"Masculin";172;"L1";"Économie";"France";2020;"Autre(s) spécialité(s)";"Bac à spécialités";"... votre choix après une réorientation.";3;"à pied";25;"Non et je n'ai jamais vraiment fumé";"Plusieurs fois par semaine";1;"Je n'ai peur de rien de cela.";"PC   téléphone/tablette";"iOs";0.5;"Windows";3;"papier";"téléphone   ordinateur";"TikTok";3;4;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une couturière";"21 jours";1802;"Paul Anthony Samuelson";"Voltaire";"oui";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;1;5;0
17;"Masculin";181;"L1";"Gestion";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";12;"en transport en commun (bus, tram, train)";25;"Non et je n'ai jamais vraiment fumé";"Environ une fois par semaine";2;"Claustrophobie";"Je ne joue pas aux jeux vidéos.";"Android";2;"Windows";2;"ordinateur";"téléphone   tablette   ordinateur";"TikTok";4;7;"télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Rousseau";"oui";8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;9;-1
18;"Masculin";174;"L1";"Gestion";"France";2022;"Mathématiques   Histoire-géographie, géopolitique et sciences politiques";"Bac à spécialités";"... votre choix après une réorientation.";5;"en voiture seul";30;"Oui occasionnellement";"Environ une fois par semaine";1;"Je n'ai peur de rien de cela.";"Je ne joue pas aux jeux vidéos.";"iOs";3.5;"MacOS";1;"ordinateur";"téléphone   tablette   ordinateur";"Instagram";2;5;"télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Paul Anthony Samuelson";"Diderot";"oui";6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;1;1;0;0;7;-1
16;"Masculin";178;"L1";"Gestion";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";2;"en transport en commun (bus, tram, train)";20;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";0;"Je n'ai peur de rien de cela.";"PC   Playstation   Nintendo   téléphone/tablette";"Android";3;"Windows";0.33;"ordinateur";"téléphone   ordinateur";"Instagram";3;5;"autre sources écrite en ligne   télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"amortissement";"une couturière";"14 jours";1848;"Adam Smith";"Voltaire";"oui";4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;1;1;0;0;1;1;1;1;0;1;1;0;0;1;1;1;7;-3
19;"Masculin";181;"L1";"Économie";"France";2023;"Mathématiques   Numérique et sciences informatiques   Physique-chimie";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";5;"en transport en commun (bus, tram, train)";30;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";1;"Je n'ai peur de rien de cela.";"PC";"iOs";1.5;"MacOS";0.2;"ordinateur";"téléphone   tablette   ordinateur   montre connectée";"Instagram";0.5;2;"vidéo sur internet (youtube, twitch, etc.)";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"28 jours";1802;"Adam Smith";"Molière";"oui";7;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;1;0;7;0
18;"Masculin";179;"L1";"Économie";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";2;"en transport en commun (bus, tram, train)";15;"Non et je n'ai jamais vraiment fumé";"Jamais";1;"Je n'ai peur de rien de cela.";"PC   Playstation   téléphone/tablette";"iOs";0.08;"Windows";4;"ordinateur";"téléphone   tablette   ordinateur";"Instagram";3;6;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une couturière";"28 jours";1848;"Adam Smith";"Voltaire";"oui";7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;1;1;1;1;9;-2
17;"Masculin";172;"L1";"Économie";"France";2023;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";2;"en transport en commun (bus, tram, train)";15;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";1;"Je n'ai peur de rien de cela.";"téléphone/tablette";"iOs";1.5;"Windows";2.5;"ordinateur";"téléphone   tablette   ordinateur   montre connectée";"Instagram";1.5;3;"journal en ligne   télévision   réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"plue-value";"une peintre";"28 jours";1848;"Paul Anthony Samuelson";"Voltaire";"oui";6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;0;1;0;1;1;1;0;1;7;-1
18;"Masculin";178;"L1";"Économie";"France";2023;"Mathématiques   Physique-chimie";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";6;"en transport en commun (bus, tram, train)";15;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";1;"Peur des araignées   Acrophobie, peur de la hauteur";"Playstation";"iOs";1.5;"MacOS";0.2;"papier";"téléphone   ordinateur";"TikTok";2.5;5;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"28 jours";1848;"Adam Smith";"Voltaire";"oui";5;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;1;1;1;1;9;-4
19;"Féminin";155;"L1";"Économie";"France";2022;"Sciences économiques et sociales   Histoire-géographie, géopolitique et sciences politiques";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";4;"en transport en commun (bus, tram, train)";50;"Oui occasionnellement";"Environ une fois par semaine";1;"Peur des araignées";"Je ne joue pas aux jeux vidéos.";"iOs";2;"MacOS";1;"papier";"téléphone   ordinateur   montre connectée";"Instagram";2;5;"radio";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"réévaluation d'actif";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";8;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;1;1;1;0;1;1;1;1;1;9;-1
18;"Féminin";165;"L1";"Économie";"France";2023;"Sciences économiques et sociales   Autre(s) spécialité(s)";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";12;"à pied";5;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";1;"Peur des araignées";"Playstation   téléphone/tablette";"iOs";1;"Windows";0.5;"papier";"téléphone   ordinateur";"Instagram";3;6;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"7 jours";1848;"Adam Smith";"Voltaire";"presque...";8;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;1;1;1;8;0
18;"Féminin";170;"L1";"Économie";"Portugal";2023;NA;"STMG";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";1.5;"en voiture seul";15;"Non et je n'ai jamais vraiment fumé";"Jamais";1;"Peur de la foule   Peur de vieillir";"Je ne joue pas aux jeux vidéos.";"iOs";1.5;"MacOS";1;"ordinateur";"téléphone   ordinateur";"Instagram";3;4;"journal en ligne   télévision   réseaux sociaux";"l'Himalaya";"Rosa Parks";"7e siècle avant JC";"Charles Darwin";"réévaluation d'actif";"une peintre";"28 jours";1903;"Adam Smith";"Voltaire";"oui";5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;1;0;1;1;0;1;1;7;-2
