"Age";"Genre";"Taille en cm";"Année d'étude";"Filière";"Pays de naissance";"Année d'obtention du baccalauréat ou équivalent";"Enseignements de spécialité en terminale (si bac à spécialités)";"Filière de votre bac si pas de spécialité";"Votre licence est...";"Temps de travail personnel (scolaire) la semaine dernière en heure";"Moyen de transport principal pour venir à la faculté au quotidien";"Temps de trajets en minutes pour venir à la faculté au quotidien";"Fumez-vous du tabac ?";"Rythme de consommation d'alcool";"Nombre de soirées par semaine en moyenne";"Vos phobies";"Plateforme d'accès aux jeux vidéos";"Système d'exploitation de votre téléphone";"Temps de possession votre téléphone actuel en année";"Système d'exploitation de votre ordinateur";"Temps de possession votre ordinateur actuel en année";"Support principal pour la prise de note en cours";"Matériels possédés";"Réseau social le plus utilisé";"Temps passé par jour sur les réseaux sociaux en heure";"Temps passé par jour sur votre téléphone en heure";"Principales sources d'information";"Quelle est la plus large chaîne de montagne du monde ?";"Quel est le nom de la femme noire qui a refusé de céder sa place à un homme blanc dans un bus en 1955 aux États-Unis ?";"Au cours de quel siècle, Cléopâtre, a-t-elle régné ?";"Quel naturaliste a révolutionné la biologie avec son ouvrage “L'Origine des espèces” paru en 1859 ?";"À quel mot correspond la définition suivante : répartition dans le temps d’une charge financière correspondant au remplacement d’un bien, machine, appareil, etc. ?";"Qui est Niki de Saint Phalle ?";"Combien de temps dure la rotation complète de la Lune autour de la Terre ?";"En quelle année est définitivement proclamée l’abolition de l’esclavage en France ?";"Qui a inventé l'expression ""la main invisible"" ?";"Quel écrivain et philosophe français a raconté l’histoire de Candide ?";"Avez-bien joué le jeu et répondu sans consulté de source d'information ?";"Nombre de réponses juste estimées";"spe_maths";"spe_SES";"spe_HGP";"spe_HLP";"spe_NSI";"spe_PC";"spe_autre";"spe_bacsansspe";"phobie_chien";"phobie_araignees";"phobie_foule";"phobie_veillir";"phobie_noir";"phobie_sang";"phobie_claustro";"phobie_sociale";"phobie_germe";"phobie_hauteur";"phobie_nombre";"jv_PC";"jv_playstation";"jv_xbox";"jv_nintendo";"jv_teltab";"jv_autre";"jv_nejouepas";"materiel_tel";"materiel_tablette";"materiel_ordinateur";"materiel_montreconnectee";"materiel_aucun";"infosource_journalpapier";"infosource_journal_inline";"infosource_autre_ecritinline";"infosource_télévision";"infosource_radio";"infosource_video";"infosource_RS";"infosource_autre";"Q1_montagne";"Q2_bus";"Q3_cleopatre";"Q4_origineespeces";"Q5_finance";"Q6_Niki";"Q7_lune";"Q8_esclavage";"Q9_main";"Q10_candide";"nb_bonnes_reponses";"surestimation"
20;"Masculin";187;"L3";"Économie";"France";2019;"Mathématiques";"ES";"... votre premier choix d'orientation post-bac.";2;"en voiture seul";10;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur des araignées";"téléphone/tablette";"iOs";2.5;"Windows";0.2;"ordinateur";"téléphone   ordinateur";"Snapchat";2;4;"journal en ligne";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";9;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;10;-1
21;"Masculin";182;"L3";"Économie";"France";2020;NA;"S";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";1.5;"en voiture seul";15;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par semaine";2;"Peur de vieillir   Phobie sociale";"PC   Nintendo";"Android";0.7;"Windows";0.8;"papier";"téléphone   ordinateur";"Twitter";1;3;"autre sources écrite en ligne   télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"7e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Molière";"oui";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;8;-1
20;"Masculin";191;"L3";"Économie";"France";2020;NA;"ES";"... un de vos dernier choix d'orientation post-bac.";4;"en transport en commun (bus, tram, train)";8;"Oui occasionnellement";"Moins d'une fois par semaine";1;"Peur de vieillir";"Playstation   Nintendo";"iOs";2.5;"MacOS";8;"papier";"téléphone   ordinateur";"Instagram";1;3;"journal en ligne   autre sources écrite en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1802;"Adam Smith";"Voltaire";"presque...";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;0;1;1;8;-1
21;"Masculin";180;"L3";"Économie";"France";2020;NA;"ES";"... votre premier choix d'orientation post-bac.";1.5;"en voiture seul";20;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";2;"Je n'ai peur de rien de cela.";"PC";"Android";3;"Windows";12;"ordinateur";"téléphone   tablette   ordinateur   montre connectée";"Autre";0;5;"journal en ligne   autre sources écrite en ligne   vidéo sur internet (youtube, twitch, etc.)";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1802;"Adam Smith";"Voltaire";"oui";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;9;-1
19;"Féminin";168;"L3";"Économie";"France";2021;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";7;"à pied";2;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur des chiens   Peur des araignées";"Nintendo   téléphone/tablette";"iOs";0.2;"Windows";3;"ordinateur";"téléphone   ordinateur";"Snapchat";2;6;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"provision";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";3;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;1;1;1;8;-5
19;"Masculin";182;"L3";"Économie";"France";2021;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";20;"en voiture à plusieurs";20;"Non et je n'ai jamais vraiment fumé";"Environ une fois par semaine";1;"Je n'ai peur de rien de cela.";"PC";"iOs";2.5;"MacOS";1;"ordinateur";"téléphone   ordinateur";"Instagram";1.5;3.5;"journal en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Georges-Louis Leclerc de Buffon";"amortissement";"une autrice";"28 jours";1848;"Adam Smith";"Rousseau";"oui";5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;1;1;1;0;6;-1
21;"Féminin";162;"L3";"Économie";"France";2018;"Bac sans spécialité";"ES";"... votre premier choix d'orientation post-bac.";0;"en voiture seul";20;"Oui occasionnellement";"Moins d'une fois par mois";2;"Peur des chiens";"Je ne joue pas aux jeux vidéos.";"iOs";2;"MacOS";3;"papier";"téléphone   ordinateur";"TikTok";7;18;"réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Charles Darwin";"provision";"une peintre";"21 jours";1903;"Adam Smith";"Voltaire";"oui";3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;1;1;6;-3
20;"Féminin";170;"L3";"Économie";"France";2020;NA;"ES";"... votre choix après une réorientation.";12;"en voiture seul";20;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";1;"Peur de vieillir";"PC   Nintendo   téléphone/tablette";"iOs";3;"Windows";2.5;"ordinateur";"téléphone   tablette   ordinateur   montre connectée";"Instagram";2;4.5;"journal en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;1;1;0;0;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;10;-2
20;"Féminin";172;"L3";"Économie";"France";2021;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";4;"en transport en commun (bus, tram, train)";50;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur des araignées   Peur du noir   Peur du sang   Claustrophobie";"téléphone/tablette";"iOs";1;"MacOS";3;"tablette";"téléphone   tablette   ordinateur";"Instagram";4;5;"télévision   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"7 jours";1848;"John Maynard Keynes";"Diderot";"oui";5;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;3;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;0;1;0;0;6;-1
19;"Féminin";161;"L3";"Économie";"France";2021;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";5.5;"à pied";2;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Je n'ai peur de rien de cela.";"Je ne joue pas aux jeux vidéos.";"Windows";2.5;"Windows";2;"papier";"téléphone   ordinateur";"Snapchat";2;5;"télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"plue-value";"une autrice";"14 jours";1848;"Adam Smith";"Voltaire";"presque...";6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;1;1;6;0
20;"Masculin";180;"L3";"Économie";"France";2021;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";0;"à vélo";15;"Non et je n'ai jamais vraiment fumé";"Plusieurs fois par semaine";1;"Je n'ai peur de rien de cela.";"PC   Playstation   Nintendo   téléphone/tablette";"iOs";3;"MacOS";3;"ordinateur";"téléphone   ordinateur";"Instagram";0.5;3;"télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"7 jours";1755;"Adam Smith";"Voltaire";"oui";8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;0;0;1;1;6;2
19;"Masculin";180;"L3";"Économie";"France";2021;"Mathématiques   Physique-chimie";"Bac à spécialités";"... un de vos dernier choix d'orientation post-bac.";10;"en voiture seul";25;"Non et je n'ai jamais vraiment fumé";"Plusieurs fois par semaine";2;"Je n'ai peur de rien de cela.";"PC   Playstation   téléphone/tablette";"iOs";1;"Autre système d'exploitation";1;"ordinateur";"téléphone   tablette   ordinateur   montre connectée";"TikTok";4;6;"réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"réévaluation d'actif";"une peintre";"21 jours";1848;"John Maynard Keynes";"Diderot";"oui";3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;1;0;0;5;-2
20;"Masculin";186;"L3";"Économie";"France";2021;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";1;"à pied";5;"Non et je n'ai jamais vraiment fumé";"Plusieurs fois par semaine";1;"Peur des araignées";"Xbox   Nintendo";"Android";0.01;"MacOS";2;"ordinateur";"téléphone";"Snapchat";5;5;"journal en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"plue-value";"une autrice";"28 jours";1848;"Adam Smith";"Diderot";"oui";8;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;1;1;1;0;6;2
19;"Féminin";160;"L3";"Économie";"France";2021;"Sciences économiques et sociales   Histoire-géographie, géopolitique et sciences politiques";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";0;"en transport en commun (bus, tram, train)";30;"Non et je n'ai jamais vraiment fumé";"Plusieurs fois par semaine";2;"Peur des araignées";"Je ne joue pas aux jeux vidéos.";"iOs";1.5;"MacOS";8;"ordinateur";"téléphone   ordinateur";"Snapchat";7;7;"télévision   réseaux sociaux";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Georges-Louis Leclerc de Buffon";"plue-value";"une autrice";"28 jours";1848;"Adam Smith";"Voltaire";"oui";2;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;1;0;0;0;1;1;1;1;7;-5
21;"Masculin";177;"L3";"Économie";"France";2020;NA;"S";"... votre premier choix d'orientation post-bac.";5;"en transport en commun (bus, tram, train)";8;"Oui, régulièrement";"Environ une fois par semaine";0.5;"Peur des araignées";"PC   Playstation   téléphone/tablette   autre plateforme";"Android";0.5;"Windows";1;"papier";"téléphone   ordinateur";"Instagram";1.5;4;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"les Rocheuses";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"21 jours";1848;"Adam Smith";"Voltaire";"presque...";8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;1;1;1;8;0
23;"Masculin";193;"L3";"Économie";"Autre en Afrique";2018;"Bac sans spécialité";"S";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";2;"en transport en commun (bus, tram, train)";0.33;"Oui occasionnellement";"Moins d'une fois par mois";1;"Je n'ai peur de rien de cela.";"Playstation";"iOs";3;"MacOS";4;"ordinateur";"téléphone   ordinateur";"Snapchat";2;5;"journal en ligne   télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Henry David Thoreau";"amortissement";"une peintre";"7 jours";1848;"Adam Smith";"Diderot";"presque...";6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;1;1;0;6;0
20;"Féminin";156;"L3";"Économie";"France";2021;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";8;"en transport en commun (bus, tram, train)";15;"Oui occasionnellement";"Moins d'une fois par semaine";1;"Je n'ai peur de rien de cela.";"Je ne joue pas aux jeux vidéos.";"iOs";2;"Windows";2;"ordinateur";"téléphone   ordinateur";"Instagram";2;5;"journal en ligne   télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"7 jours";1848;"Adam Smith";"Voltaire";"oui";7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;1;1;0;0;1;1;1;7;0
21;"Masculin";173;"L3";"Économie";"Autre ni en Europe, ni en Afrique";2020;"Bac sans spécialité";"S";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";21;"à pied";3;"Non et je n'ai jamais vraiment fumé";"Environ une fois par semaine";1;"Claustrophobie";"Je ne joue pas aux jeux vidéos.";"iOs";1;"Windows";3;"ordinateur";"téléphone   ordinateur";"Twitter";3;4;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1903;"Adam Smith";"Voltaire";"oui";4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;0;1;1;9;-5
20;"Masculin";190;"L3";"Économie";"France";2021;"Mathématiques   Physique-chimie";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";21.5;"en transport en commun (bus, tram, train)";10;"Non et je n'ai jamais vraiment fumé";"Environ une fois par semaine";1;"Peur de la foule   Peur du sang";"Je ne joue pas aux jeux vidéos.";"iOs";6;"MacOS";3;"ordinateur";"téléphone   tablette   ordinateur   montre connectée";"Twitter";2.5;2.5;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une actrice";"21 jours";1802;"Adam Smith";"Diderot";"oui";3;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;1;0;5;-2
21;"Masculin";175;"L3";"Économie";"France";2021;"Physique-chimie";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";10;"en transport en commun (bus, tram, train)";10;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Je n'ai peur de rien de cela.";"PC   téléphone/tablette";"iOs";5;"MacOS";4;"papier";"téléphone   tablette   ordinateur";"Snapchat";8;10;"vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"5e siècle avant JC";"Henry David Thoreau";"amortissement";"une actrice";"21 jours";1802;"Adam Smith";"Voltaire";"oui";3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;1;5;-2
20;"Masculin";182;"L3";"Économie";"France";2021;"Sciences économiques et sociales   Histoire-géographie, géopolitique et sciences politiques";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";28;"en transport en commun (bus, tram, train)";10;"Non et je n'ai jamais vraiment fumé";"Environ une fois par semaine";1;"Peur de la foule   Acrophobie, peur de la hauteur";"Xbox   téléphone/tablette";"iOs";3;"Windows";2.5;"ordinateur";"téléphone   ordinateur";"Twitter";1.5;2.5;"journal en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"provision";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";8;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;1;1;1;0;1;1;1;1;1;9;-1
24;"Féminin";165;"L3";"Économie";"Bénin";2018;"Mathématiques   Autre(s) spécialité(s)";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";1.5;"en transport en commun (bus, tram, train)";8;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";0;"Peur du noir   Phobie sociale";"Je ne joue pas aux jeux vidéos.";"Android";3;"Je n'ai pas d'ordinateur.";NA;"papier";"téléphone";"Facebook";0.5;12;"autre sources écrite en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"provision";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"presque...";9;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;9;0
19;"Féminin";158;"L3";"Économie";"France";2021;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";10;"à pied";1;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Peur des araignées   Acrophobie, peur de la hauteur";"téléphone/tablette";"iOs";3;"MacOS";2;"ordinateur";"téléphone   ordinateur";"Instagram";1;2;"journal en ligne   télévision";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"28 jours";1755;"Adam Smith";"Voltaire";"presque...";3;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;1;1;0;1;0;1;1;7;-4
21;"Masculin";175;"L2";"Économie";"Tchad";2020;NA;"S";"... votre choix après une réorientation.";25;"en voiture seul";19;"Oui occasionnellement";"Plusieurs fois par semaine";1;"Je n'ai peur de rien de cela.";"Xbox   téléphone/tablette   autre plateforme";"iOs";0.25;"MacOS";1.5;"tablette";"téléphone   tablette   ordinateur";"Snapchat";2;3;"journal en ligne   radio   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"7e siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"28 jours";1848;"Adam Smith";"Voltaire";"oui";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;1;0;0;1;0;1;0;1;1;0;1;1;1;1;1;1;1;9;-1
19;"Masculin";179;"L2";"Économie";"Autre ni en Europe, ni en Afrique";2022;"Physique-chimie   Autre(s) spécialité(s)";"Bac à spécialités";"... un de vos dernier choix d'orientation post-bac.";10;"en transport en commun (bus, tram, train)";20;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Je n'ai peur de rien de cela.";"PC   Nintendo   téléphone/tablette";"iOs";0.5;"Windows";4;"ordinateur";"téléphone   ordinateur";"Snapchat";1;7;"journal en ligne   télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une couturière";"28 jours";1802;"Adam Smith";"Voltaire";"oui";5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;1;1;1;1;1;0;1;0;1;1;8;-3
20;"Féminin";165;"L2";"Économie";"France";2020;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";10.5;"en voiture seul";10;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Claustrophobie";"Je ne joue pas aux jeux vidéos.";"iOs";0.8;"MacOS";4;"papier";"téléphone   ordinateur";"TikTok";2;5;"télévision   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"amortissement";"une peintre";"21 jours";1848;"Adam Smith";"Voltaire";"oui";8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;9;-1
19;"Masculin";172;"L2";"Économie";"France";2022;"Physique-chimie   Autre(s) spécialité(s)";"Bac à spécialités";"... un de vos dernier choix d'orientation post-bac.";8;"en voiture seul";6;"Non et je n'ai jamais vraiment fumé";"Jamais";0;"Je n'ai peur de rien de cela.";"PC   Playstation";"iOs";1;"MacOS";4;"ordinateur";"téléphone   ordinateur";"Instagram";2;4;"journal en ligne   autre sources écrite en ligne   vidéo sur internet (youtube, twitch, etc.)   réseaux sociaux";"l'Himalaya";"Rosa Parks";"7e siècle avant JC";"Charles Darwin";"amortissement";"une autrice";"28 jours";1848;"Adam Smith";"Diderot";"oui";6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;1;1;1;1;0;1;1;0;1;1;1;0;7;-1
19;"Masculin";170;"L2";"Économie";"Autre ni en Europe, ni en Afrique";2022;"Sciences économiques et sociales   Histoire-géographie, géopolitique et sciences politiques";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";1.25;"à pied";5;"Non et je n'ai jamais vraiment fumé";"Jamais";0.5;"Je n'ai peur de rien de cela.";"Playstation   téléphone/tablette";"iOs";0.5;"Windows";2;"papier";"téléphone   ordinateur";"Snapchat";2;5;"réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"réévaluation d'actif";"une couturière";"14 jours";1848;"Adam Smith";"Voltaire";"oui";6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;1;1;1;6;0
19;"Masculin";183;"L2";"Économie";"France";2022;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... votre premier choix d'orientation post-bac.";1.5;"en voiture seul";5;"Non et je n'ai jamais vraiment fumé";"Moins d'une fois par mois";0.5;"Je n'ai peur de rien de cela.";"téléphone/tablette";"Windows";1;"Windows";3;"ordinateur";"téléphone   ordinateur";"Instagram";2;4;"réseaux sociaux";"la cordillère des Andes";"Rosa Parks";"1er siècle avant JC";"Charles Darwin";"réévaluation d'actif";"une couturière";"21 jours";1848;"Adam Smith";"Voltaire";"oui";7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;1;1;1;7;0
18;"Féminin";158;"L2";"Économie";"France";2021;"Mathématiques   Sciences économiques et sociales";"Bac à spécialités";"... pas votre premier choix mais pas non plus le dernier choix d'orientation post-bac.";6;"à pied";8;"Non et je n'ai jamais vraiment fumé";"Environ une fois par semaine";1;"Peur de la foule   Phobie sociale";"Je ne joue pas aux jeux vidéos.";"iOs";2;"MacOS";1;"ordinateur";"téléphone   ordinateur";"Instagram";3;4;"réseaux sociaux";"l'Himalaya";"Rosa Parks";"3e siècle avant JC";"Charles Darwin";"amortissement";"une couturière";"28 jours";1848;"Adam Smith";"Diderot";"oui";3;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;1;1;0;7;-4
